,Code_(CPT/DRG),Description,Rev_Code,Inpatient/Outpatient,Gross_Charges,Discounted_Cash_Price,Aetna,Cigna,Empire_Blue_Cross_Blue_Shield,Emblem_Health,United_Health_Group,Aetna_Medicare,AgeWell_Medicare,Emblem_Medicare,Empire_Medicare,Fidelis_Medicare,Healthfirst_Medicare,UHC_Community_Plan/United_Medicare,VNS_Medicare,WellCare_Medicare,1199,Affinity_Molina_Essential,Affinity_Molina_Medicaid/CHP,Amida_Care_Medicaid,Emblem_Medicaid/CHP,Empire_Healthplus_Essential,Empire_Healthplus_Exchange,Empire_Healthplus_Medicaid/CHP,Fidelis_Essential/Exchange,Fidelis_Medicaid/CHP,Healthfirst_Essential/Exchange,Healthfirst_Medicaid/CHP,MVP_Medicaid/CHP,MVP_Essential,United_Community_Plan_Essential,United_Community_Plan_Medicaid,VNS_Medicaid,Consumer_Health_Network,Devon,Equian,First_Health,Magnacare,Multiplan/Beechstreet/PHCS,QHM,Worldwide,Minimum_Negotiated_Charge,Maximum_Negotiated_Charge
239,82950,HC LAB GLUCOSE POST GLUCOSE DOSE,0301,Inpatient/Outpatient,78.0,78.0,3.325,4.081,3.325,3.325,8.02,4.75,5.9375,4.75,4.75,4.75,4.8925,4.7975,4.8925,4.91625,39,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,46.8,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,35.4432,35.4432,35.4432,35.4432,35.4432,35.4432,35.4432,35.4432,3.325,200.6709629657
240,82951,HC LAB GLUCOSE TOLERANCE TEST GTT FIRST 3 SPECIMENS,0301,Inpatient/Outpatient,114.0,114.0,9.009,10.78,9.009,9.009,21.74,12.87,16.0875,12.87,12.87,12.87,13.2561,12.9987,13.2561,13.32045,57,191.2130446883,84.983575417,97.7311117296,97.7311117296,191.2130446883,212.4589385426,84.983575417,212.4589385426,84.983575417,68.4,89.2327541879,84.983575417,101.9802905004,118.9770055838,84.983575417,84.983575417,51.8016,51.8016,51.8016,51.8016,51.8016,51.8016,51.8016,51.8016,9.009,212.4589385426
241,82952,HC LAB GLUCOSE TOLERANCE EACH ADDL AFTER 3 SPECIMENS,0301,Inpatient/Outpatient,38.0,38.0,2.7439999999999998,3.206,2.7439999999999998,2.7439999999999998,6.61,3.92,4.9,3.92,3.92,3.92,4.0376,3.9592,4.0376,4.0572,19,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,22.8,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,17.2672,17.2672,17.2672,17.2672,17.2672,17.2672,17.2672,17.2672,2.7439999999999998,200.6709629657
242,82955,HC LAB GLUCOSE-6-PHOSPHATE DEHYDROGENASE QUANT,0301,Inpatient/Outpatient,360.0,360.0,6.79,8.162,6.79,6.79,16.38,9.7,12.125,9.7,9.7,9.7,9.991,9.797,9.991,10.0395,180,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,216,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,163.584,163.584,163.584,163.584,163.584,163.584,163.584,163.584,6.79,216.0
243,82960,HC LAB GLUCOSE-6-PHOSPHATE DEHYDROGENASE SCREEN,0301,Inpatient/Outpatient,103.0,103.0,4.235,4.956,4.235,4.235,10.22,6.05,7.5625,6.05,6.05,6.05,6.2315,6.1105,6.2315,6.26175,51.5,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,61.8,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,46.8032,46.8032,46.8032,46.8032,46.8032,46.8032,46.8032,46.8032,4.235,200.6709629657
244,82962,HC LAB GLUCOSE BLOOD BY MONITORING DEVICE,0301,Inpatient/Outpatient,46.0,46.0,2.296,2.625,2.296,2.296,3.95,3.2800000000000002,4.1,3.2800000000000002,3.2800000000000002,3.2800000000000002,3.3784,3.3128,3.3784,3.3948,23,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,27.6,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,20.9024,20.9024,20.9024,20.9024,20.9024,20.9024,20.9024,20.9024,2.296,200.6709629657
245,82963,HC LAB ASSAY OF GLUCOSIDASE BETA,0301,Inpatient/Outpatient,519.0,519.0,15.036,18.067,15.036,15.036,36.28,21.48,26.85,21.48,21.48,21.48,22.1244,21.6948,22.1244,22.2318,259.5,191.2130446883,84.983575417,97.7311117296,97.7311117296,191.2130446883,212.4589385426,84.983575417,212.4589385426,84.983575417,311.4,89.2327541879,84.983575417,101.9802905004,118.9770055838,84.983575417,84.983575417,235.8336,235.8336,235.8336,235.8336,235.8336,235.8336,235.8336,235.8336,15.036,311.4
246,82977,HC LAB ASSAY OF GAMMAGLUTAMYL TRANSFERASE,0301,Inpatient/Outpatient,147.0,147.0,5.04,6.118,5.04,5.04,12.16,7.2,9,7.2,7.2,7.2,7.416,7.272,7.416,7.452,73.5,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,88.2,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,66.7968,66.7968,66.7968,66.7968,66.7968,66.7968,66.7968,66.7968,5.04,200.6709629657
247,82985,HC LAB GLYCATED PROTEIN FRUCTOSAMINE,0301,Inpatient/Outpatient,138.0,138.0,11.732,13.986,11.732,11.732,25.45,16.76,20.95,16.76,16.76,16.76,17.2628,16.9276,17.2628,17.3466,69,191.2130446883,84.983575417,97.7311117296,97.7311117296,191.2130446883,212.4589385426,84.983575417,212.4589385426,84.983575417,82.8,89.2327541879,84.983575417,101.9802905004,118.9770055838,84.983575417,84.983575417,62.7072,62.7072,62.7072,62.7072,62.7072,62.7072,62.7072,62.7072,11.732,212.4589385426
248,83001,HC LAB GONADOTROPIN FOLLICLE STIMULATING HORMONE,0301,Inpatient/Outpatient,257.0,257.0,13.006,15.736,13.006,13.006,31.38,18.58,23.225,18.58,18.58,18.58,19.1374,18.7658,19.1374,19.2303,128.5,228.9686794358,101.763857527,117.0284361561,117.0284361561,228.9686794358,254.4096438175,101.763857527,254.4096438175,101.763857527,154.2,106.8520504034,101.763857527,122.1166290324,142.4694005378,101.763857527,101.763857527,116.7808,116.7808,116.7808,116.7808,116.7808,116.7808,116.7808,116.7808,13.006,254.4096438175
249,83002,HC LAB GONADOTROPIN LUTEINIZING HORMONE,0301,Inpatient/Outpatient,237.0,237.0,12.964,15.736,12.964,12.964,31.27,18.52,23.15,18.52,18.52,18.52,19.0756,18.7052,19.0756,19.1682,118.5,228.9686794358,101.763857527,117.0284361561,117.0284361561,228.9686794358,254.4096438175,101.763857527,254.4096438175,101.763857527,142.2,106.8520504034,101.763857527,122.1166290324,142.4694005378,101.763857527,101.763857527,107.6928,107.6928,107.6928,107.6928,107.6928,107.6928,107.6928,107.6928,12.964,254.4096438175
250,83003,HC LAB ASSAY OF HUMAN GROWTH HORMONE,0301,Inpatient/Outpatient,223.0,223.0,11.669,13.986,11.669,11.669,28.16,16.67,20.8375,16.67,16.67,16.67,17.1701,16.8367,17.1701,17.25345,111.5,228.9686794358,101.763857527,117.0284361561,117.0284361561,228.9686794358,254.4096438175,101.763857527,254.4096438175,101.763857527,133.8,106.8520504034,101.763857527,122.1166290324,142.4694005378,101.763857527,101.763857527,101.3312,101.3312,101.3312,101.3312,101.3312,101.3312,101.3312,101.3312,11.669,254.4096438175
251,83010,HC LAB ASSAY OF HAPTOGLOBIN QUANTITATIVE,0301,Inpatient/Outpatient,127.0,127.0,8.806000000000001,10.493,8.806000000000001,8.806000000000001,21.24,12.58,15.725,12.58,12.58,12.58,12.9574,12.7058,12.9574,13.0203,63.5,191.2130446883,84.983575417,97.7311117296,97.7311117296,191.2130446883,212.4589385426,84.983575417,212.4589385426,84.983575417,76.2,89.2327541879,84.983575417,101.9802905004,118.9770055838,84.983575417,84.983575417,57.7088,57.7088,57.7088,57.7088,57.7088,57.7088,57.7088,57.7088,8.806000000000001,212.4589385426
252,83013,HC LAB HELICOBACTER PYLORI BREATH TEST,0301,Inpatient/Outpatient,434.0,434.0,47.152,56.826,47.152,47.152,113.75,67.36,84.2,67.36,67.36,67.36,69.3808,68.0336,69.3808,69.7176,217,285.647922,126.954632,145.9978268,145.9978268,285.647922,317.38658,126.954632,317.38658,126.954632,260.4,133.3023636,126.954632,152.3455584,177.7364848,126.954632,126.954632,197.2096,197.2096,197.2096,197.2096,197.2096,197.2096,197.2096,197.2096,47.152,317.38658
253,83018,HC LAB HEAVY METAL QUANTITATIVE EACH NES,0301,Inpatient/Outpatient,197.0,197.0,15.372,18.361,15.372,15.372,37.09,21.96,27.45,21.96,21.96,21.96,22.6188,22.1796,22.6188,22.7286,98.5,212.4840681818,94.4373636364,108.6029681818,108.6029681818,212.4840681818,236.0934090909,94.4373636364,236.0934090909,94.4373636364,118.2,99.1592318182,94.4373636364,113.3248363636,132.2123090909,94.4373636364,94.4373636364,89.5168,89.5168,89.5168,89.5168,89.5168,89.5168,89.5168,89.5168,15.372,236.0934090909
254,83020,HC LAB HEMOGLOBIN FRACT & QUANT ELECTROPHORESIS,0301,Inpatient/Outpatient,230.0,230.0,9.009,10.78,9.009,9.009,21.74,12.87,16.0875,12.87,12.87,12.87,13.2561,12.9987,13.2561,13.32045,115,191.2130446883,84.983575417,97.7311117296,97.7311117296,191.2130446883,212.4589385426,84.983575417,212.4589385426,84.983575417,138,89.2327541879,84.983575417,101.9802905004,118.9770055838,84.983575417,84.983575417,104.512,104.512,104.512,104.512,104.512,104.512,104.512,104.512,9.009,212.4589385426
255,83021,HC LAB HEMOGLOBIN FRACT & QUANT CHROMOTOGRAPHY,0301,Inpatient/Outpatient,147.0,147.0,12.642,15.155,12.642,12.642,30.49,18.06,22.575,18.06,18.06,18.06,18.6018,18.2406,18.6018,18.6921,73.5,192.0204825515,85.3424366896,98.143802193,98.143802193,192.0204825515,213.3560917239,85.3424366896,213.3560917239,85.3424366896,88.2,89.609558524,85.3424366896,102.4109240275,119.4794113654,85.3424366896,85.3424366896,66.7968,66.7968,66.7968,66.7968,66.7968,66.7968,66.7968,66.7968,12.642,213.3560917239
256,83033,HC LAB HEMOGLOBIN FETAL QUALITATIVE,0301,Inpatient/Outpatient,186.0,186.0,5.6,6.7059999999999995,5.6,5.6,10.07,8,10,8,8,8,8.24,8.08,8.24,8.28,93,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,111.6,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,84.5184,84.5184,84.5184,84.5184,84.5184,84.5184,84.5184,84.5184,5.6,200.6709629657
257,83036,HC LAB HEMOGLOBIN GLYCOSYLATED A1C,0301,Inpatient/Outpatient,233.0,233.0,6.797,8.162,6.797,6.797,16.39,9.71,12.1375,9.71,9.71,9.71,10.0013,9.8071,10.0013,10.04985,116.5,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,139.8,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,105.8752,105.8752,105.8752,105.8752,105.8752,105.8752,105.8752,105.8752,6.797,200.6709629657
258,83050,HC LAB HEMOGLOBIN METHEMOGLOBIN QUANTITATIVE,0301,Inpatient/Outpatient,74.0,74.0,5.74,6.993,5.74,5.74,12.37,8.2,10.25,8.2,8.2,8.2,8.446,8.282,8.446,8.487,37,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,44.4,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,33.6256,33.6256,33.6256,33.6256,33.6256,33.6256,33.6256,33.6256,5.74,200.6709629657
259,83051,HC LAB ASSAY OF HEMOGLOBIN PLASMA,0301,Inpatient/Outpatient,119.0,119.0,5.117,6.118,5.117,5.117,12.35,7.31,9.1375,7.31,7.31,7.31,7.5293,7.3831,7.5293,7.56585,59.5,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,71.4,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,54.0736,54.0736,54.0736,54.0736,54.0736,54.0736,54.0736,54.0736,5.117,200.6709629657
260,83068,HC LAB SCREENING FOR UNSTABLE HEMOGLOBIN,0301,Inpatient/Outpatient,893.0,893.0,6.629,7.868,6.629,6.629,14.29,9.47,11.8375,9.47,9.47,9.47,9.7541,9.5647,9.7541,9.80145,446.5,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,535.8,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,405.7792,405.7792,405.7792,405.7792,405.7792,405.7792,405.7792,405.7792,6.629,535.8
261,83069,HC LAB ASSAY OF HEMOGLOBIN URINE,0301,Inpatient/Outpatient,89.0,89.0,2.765,3.206,2.765,2.765,6.67,3.95,4.9375,3.95,3.95,3.95,4.0685,3.9895,4.0685,4.08825,44.5,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,53.4,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,40.4416,40.4416,40.4416,40.4416,40.4416,40.4416,40.4416,40.4416,2.765,200.6709629657
262,83070,HC LAB ASSAY OF HEMOSIDERIN QUALITATIVE,0301,Inpatient/Outpatient,57.0,57.0,3.325,4.081,3.325,3.325,8.02,4.75,5.9375,4.75,4.75,4.75,4.8925,4.7975,4.8925,4.91625,28.5,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,34.2,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,25.9008,25.9008,25.9008,25.9008,25.9008,25.9008,25.9008,25.9008,3.325,200.6709629657
263,83088,HC LAB ASSAY OF HISTAMINE,0301,Inpatient/Outpatient,498.0,498.0,20.671,24.773,20.671,20.671,49.87,29.53,36.9125,29.53,29.53,29.53,30.4159,29.8253,30.4159,30.56355,249,250.6691953374,111.4085312611,128.1198109503,128.1198109503,250.6691953374,278.5213281527,111.4085312611,278.5213281527,111.4085312611,298.8,116.9789578241,111.4085312611,133.6902375133,155.9719437655,111.4085312611,111.4085312611,226.2912,226.2912,226.2912,226.2912,226.2912,226.2912,226.2912,226.2912,20.671,298.8
264,83090,HC LAB ASSAY OF HOMOCYSTEINE,0301,Inpatient/Outpatient,416.0,416.0,12.544,15.155,12.544,12.544,28.49,17.92,22.4,17.92,17.92,17.92,18.4576,18.0992,18.4576,18.5472,208,228.9686794358,101.763857527,117.0284361561,117.0284361561,228.9686794358,254.4096438175,101.763857527,254.4096438175,101.763857527,249.6,106.8520504034,101.763857527,122.1166290324,142.4694005378,101.763857527,101.763857527,189.0304,189.0304,189.0304,189.0304,189.0304,189.0304,189.0304,189.0304,12.544,254.4096438175
265,83150,HC LAB ASSAY OF HOMOVANILLIC ACID,0301,Inpatient/Outpatient,334.0,334.0,15.687,18.942,15.687,15.687,32.66,22.41,28.0125,22.41,22.41,22.41,23.0823,22.6341,23.0823,23.19435,167,228.9686794358,101.763857527,117.0284361561,117.0284361561,228.9686794358,254.4096438175,101.763857527,254.4096438175,101.763857527,200.4,106.8520504034,101.763857527,122.1166290324,142.4694005378,101.763857527,101.763857527,151.7696,151.7696,151.7696,151.7696,151.7696,151.7696,151.7696,151.7696,15.687,254.4096438175
266,83491,HC LAB ASSAY OF HYDROXYCORTICOSTEROID 17,0301,Inpatient/Outpatient,195.0,195.0,12.53,15.155,12.53,12.53,29.58,17.9,22.375,17.9,17.9,17.9,18.437,18.079,18.437,18.5265,97.5,228.9686794358,101.763857527,117.0284361561,117.0284361561,228.9686794358,254.4096438175,101.763857527,254.4096438175,101.763857527,117,106.8520504034,101.763857527,122.1166290324,142.4694005378,101.763857527,101.763857527,88.608,88.608,88.608,88.608,88.608,88.608,88.608,88.608,12.53,254.4096438175
267,83497,HC LAB ASSAY OF HYDROXYINDOLACETIC ACID 5-HIAA,0301,Inpatient/Outpatient,258.0,258.0,9.03,10.78,9.03,9.03,21.77,12.9,16.125,12.9,12.9,12.9,13.287,13.029,13.287,13.3515,129,228.9686794358,101.763857527,117.0284361561,117.0284361561,228.9686794358,254.4096438175,101.763857527,254.4096438175,101.763857527,154.8,106.8520504034,101.763857527,122.1166290324,142.4694005378,101.763857527,101.763857527,117.2352,117.2352,117.2352,117.2352,117.2352,117.2352,117.2352,117.2352,9.03,254.4096438175
268,83498,HC LAB ASSAY OF HYDROXYPROGESTERONE 17-D,0301,Inpatient/Outpatient,221.0,221.0,19.019,23.023,19.019,19.019,45.88,27.17,33.9625,27.17,27.17,27.17,27.9851,27.4417,27.9851,28.12095,110.5,228.9686794358,101.763857527,117.0284361561,117.0284361561,228.9686794358,254.4096438175,101.763857527,254.4096438175,101.763857527,132.6,106.8520504034,101.763857527,122.1166290324,142.4694005378,101.763857527,101.763857527,100.4224,100.4224,100.4224,100.4224,100.4224,100.4224,100.4224,100.4224,19.019,254.4096438175
269,83516,HC LAB IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTI-STEP,0301,Inpatient/Outpatient,518.0,518.0,8.071,9.618,8.071,8.071,19.49,11.53,14.4125,11.53,11.53,11.53,11.8759,11.6453,11.8759,11.93355,259,191.2130446883,84.983575417,97.7311117296,97.7311117296,191.2130446883,212.4589385426,84.983575417,212.4589385426,84.983575417,310.8,89.2327541879,84.983575417,101.9802905004,118.9770055838,84.983575417,84.983575417,235.3792,235.3792,235.3792,235.3792,235.3792,235.3792,235.3792,235.3792,8.071,310.8
270,83519,HC LAB IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY,0301,Inpatient/Outpatient,461.0,461.0,12.88,15.442,12.88,12.88,22.81,18.4,23,18.4,18.4,18.4,18.952,18.584,18.952,19.044,230.5,191.2130446883,84.983575417,97.7311117296,97.7311117296,191.2130446883,212.4589385426,84.983575417,212.4589385426,84.983575417,276.6,89.2327541879,84.983575417,101.9802905004,118.9770055838,84.983575417,84.983575417,209.4784,209.4784,209.4784,209.4784,209.4784,209.4784,209.4784,209.4784,12.88,276.6
271,83520,HC LAB IMMUNOASSAY ANALYTE QUANTITATIVE NOS,0301,Inpatient/Outpatient,358.0,358.0,12.089,14.574,12.089,12.089,21.86,17.27,21.5875,17.27,17.27,17.27,17.7881,17.4427,17.7881,17.87445,179,191.2130446883,84.983575417,97.7311117296,97.7311117296,191.2130446883,212.4589385426,84.983575417,212.4589385426,84.983575417,214.8,89.2327541879,84.983575417,101.9802905004,118.9770055838,84.983575417,84.983575417,162.6752,162.6752,162.6752,162.6752,162.6752,162.6752,162.6752,162.6752,12.089,214.8
272,83525,HC LAB ASSAY OF INSULIN TOTAL,0301,Inpatient/Outpatient,164.0,164.0,8.001,9.618,8.001,8.001,19.31,11.43,14.2875,11.43,11.43,11.43,11.7729,11.5443,11.7729,11.83005,82,228.9686794358,101.763857527,117.0284361561,117.0284361561,228.9686794358,254.4096438175,101.763857527,254.4096438175,101.763857527,98.4,106.8520504034,101.763857527,122.1166290324,142.4694005378,101.763857527,101.763857527,74.5216,74.5216,74.5216,74.5216,74.5216,74.5216,74.5216,74.5216,8.001,254.4096438175
273,83527,HC LAB ASSAY OF INSULIN FREE,0301,Inpatient/Outpatient,219.0,219.0,9.065,10.78,9.065,9.065,21.88,12.95,16.1875,12.95,12.95,12.95,13.3385,13.0795,13.3385,13.40325,109.5,228.9686794358,101.763857527,117.0284361561,117.0284361561,228.9686794358,254.4096438175,101.763857527,254.4096438175,101.763857527,131.4,106.8520504034,101.763857527,122.1166290324,142.4694005378,101.763857527,101.763857527,99.5136,99.5136,99.5136,99.5136,99.5136,99.5136,99.5136,99.5136,9.065,254.4096438175
274,83540,HC LAB ASSAY OF IRON,0301,Inpatient/Outpatient,88.0,88.0,4.529,5.537,4.529,4.529,10.94,6.47,8.0875,6.47,6.47,6.47,6.6641,6.5347,6.6641,6.6964500000000005,44,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,52.8,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,39.9872,39.9872,39.9872,39.9872,39.9872,39.9872,39.9872,39.9872,4.529,200.6709629657
275,83550,HC LAB IRON BINDING CAPACITY,0301,Inpatient/Outpatient,97.0,97.0,6.118,7.287,6.118,6.118,14.76,8.74,10.925,8.74,8.74,8.74,9.0022,8.8274,9.0022,9.0459,48.5,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,58.2,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,44.0768,44.0768,44.0768,44.0768,44.0768,44.0768,44.0768,44.0768,6.118,200.6709629657
276,83586,HC LAB ASSAY OF KETOSTEROIDS 17- TOTAL,0301,Inpatient/Outpatient,239.0,239.0,8.96,10.78,8.96,8.96,21.62,12.8,16,12.8,12.8,12.8,13.184,12.928,13.184,13.248,119.5,228.9686794358,101.763857527,117.0284361561,117.0284361561,228.9686794358,254.4096438175,101.763857527,254.4096438175,101.763857527,143.4,106.8520504034,101.763857527,122.1166290324,142.4694005378,101.763857527,101.763857527,108.6016,108.6016,108.6016,108.6016,108.6016,108.6016,108.6016,108.6016,8.96,254.4096438175
277,83605,HC LAB ASSAY OF LACTATE,0301,Inpatient/Outpatient,308.0,308.0,8.099,9.618,8.099,8.099,18.04,11.57,14.4625,11.57,11.57,11.57,11.9171,11.6857,11.9171,11.97495,154,191.2130446883,84.983575417,97.7311117296,97.7311117296,191.2130446883,212.4589385426,84.983575417,212.4589385426,84.983575417,184.8,89.2327541879,84.983575417,101.9802905004,118.9770055838,84.983575417,84.983575417,139.9552,139.9552,139.9552,139.9552,139.9552,139.9552,139.9552,139.9552,8.099,212.4589385426
278,83615,HC LAB LACTATE DEHYDROGENASE LDH,0301,Inpatient/Outpatient,116.0,116.0,4.228,4.956,4.228,4.228,10.2,6.04,7.55,6.04,6.04,6.04,6.2212,6.1004,6.2212,6.2514,58,180.6038666691,80.2683851863,92.3086429642,92.3086429642,180.6038666691,200.6709629657,80.2683851863,200.6709629657,80.2683851863,69.6,84.2818044456,80.2683851863,96.3220622235,112.3757392608,80.2683851863,80.2683851863,52.7104,52.7104,52.7104,52.7104,52.7104,52.7104,52.7104,52.7104,4.228,200.6709629657
279,83625,HC LAB LACTATE DEHYDROGENASE ISOENZYMES SEP & QUANT,0301,Inpatient/Outpatient,161.0,161.0,8.953,10.78,8.953,8.953,21.61,12.79,15.9875,12.79,12.79,12.79,13.1737,12.9179,13.1737,13.23765,80.5,191.2130446883,84.983575417,97.7311117296,97.7311117296,191.2130446883,212.4589385426,84.983575417,212.4589385426,84.983575417,96.6,89.2327541879,84.983575417,101.9802905004,118.9770055838,84.983575417,84.983575417,73.1584,73.1584,73.1584,73.1584,73.1584,73.1584,73.1584,73.1584,8.953,212.4589385426
280,83630,HC LAB LACTOFERRIN FECAL QUALITATIVE,0301,Inpatient/Outpatient,185.0,185.0,13.79,16.611,13.79,13.79,33.14,19.7,24.625,19.7,19.7,19.7,20.291,19.897,20.291,20.3895,92.5,191.2130446883,84.983575417,97.7311117296,97.7311117296,191.2130446883,212.4589385426,84.983575417,212.4589385426,84.983575417,111,89.2327541879,84.983575417,101.9802905004,118.9770055838,84.983575417,84.983575417,84.064,84.064,84.064,84.064,84.064,84.064,84.064,84.064,13.79,212.4589385426
281,83655,HC LAB ASSAY OF LEAD,0301,Inpatient/Outpatient,266.0,266.0,8.477,10.199,8.477,8.477,20.44,12.11,15.1375,12.11,12.11,12.11,12.4733,12.2311,12.4733,12.53385,133,212.4840681818,94.4373636364,108.6029681818,108.6029681818,212.4840681818,236.0934090909,94.4373636364,236.0934090909,94.4373636364,159.6,99.1592318182,94.4373636364,113.3248363636,132.2123090909,94.4373636364,94.4373636364,120.8704,120.8704,120.8704,120.8704,120.8704,120.8704,120.8704,120.8704,8.477,236.0934090909
